class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,spore-print-color,population,habitat
edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,brown,scattered,grasses
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,black,solitary,woods
edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,black,scattered,grasses
edible,convex,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,black,abundant,grasses
edible,flat,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,brown,scattered,urban
edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,black,scattered,grasses
edible,flat,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,black,several,woods
edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,black,solitary,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,yellow,bruises,almond,free,crowded,narrow,white,tapering,bulbous,brown,several,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,white,enlarging,equal,brown,several,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,brown,solitary,woods
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,black,several,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,abundant,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,brown,scattered,grasses
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,convex,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,black,abundant,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,black,abundant,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,black,scattered,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,black,scattered,grasses
edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,brown,solitary,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,black,abundant,grasses
edible,flat,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,black,abundant,grasses
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbous,brown,solitary,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbous,black,solitary,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,brown,scattered,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,black,abundant,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,abundant,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,brown,solitary,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,black,several,woods
edible,flat,fibrous,white,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,brown,several,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,black,abundant,grasses
poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,black,scattered,grasses
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,brown,abundant,grasses
edible,convex,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,brown,solitary,woods
edible,flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
edible,flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,black,abundant,grasses
edible,convex,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,scattered,grasses
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,solitary,woods
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,brown,abundant,grasses
edible,flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,brown,abundant,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,black,abundant,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,flat,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,black,abundant,grasses
edible,flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,brown,scattered,grasses
edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,black,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,flat,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,flat,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,brown,solitary,grasses
poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,white,enlarging,equal,black,several,urban
edible,flat,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,black,abundant,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,black,solitary,woods
edible,flat,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,black,scattered,grasses
edible,convex,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,brown,scattered,grasses
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,black,several,woods
edible,convex,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,black,scattered,grasses
edible,convex,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,black,abundant,grasses
edible,flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,black,scattered,grasses
poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,white,enlarging,equal,black,scattered,urban
edible,bell,smooth,white,bruises,almond,free,close,broad,black,enlarging,club,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,flat,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,black,abundant,grasses
edible,convex,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
edible,flat,smooth,white,bruises,anise,free,crowded,narrow,brown,tapering,bulbous,#N/A,several,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,abundant,grasses
edible,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,brown,scattered,grasses
poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,black,enlarging,equal,brown,several,urban
edible,flat,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,brown,scattered,grasses
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,black,several,grasses
edible,convex,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,brown,solitary,woods
poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,brown,scattered,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,black,solitary,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,black,several,woods
edible,flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
edible,flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,flat,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,black,scattered,grasses
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,convex,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,black,abundant,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,brown,scattered,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,black,several,urban
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,black,solitary,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,brown,solitary,woods
edible,flat,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,brown,scattered,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,convex,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,black,numerous,meadows
edible,convex,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,brown,scattered,grasses
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,solitary,woods
edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,brown,abundant,grasses
poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,brown,scattered,urban
edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,black,scattered,urban
poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,brown,several,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,brown,several,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,black,abundant,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,brown,scattered,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,black,abundant,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,black,abundant,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,black,abundant,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,black,solitary,woods
poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,white,enlarging,equal,brown,several,urban
edible,convex,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,rooted,brown,scattered,grasses
poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,black,scattered,grasses
edible,flat,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,brown,scattered,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,black,abundant,grasses
poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,brown,several,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,black,scattered,grasses
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,black,several,woods
edible,flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,black,abundant,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,flat,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,flat,smooth,yellow,bruises,almond,free,crowded,narrow,brown,tapering,bulbous,brown,several,woods
edible,flat,fibrous,white,bruises,almond,free,crowded,narrow,brown,tapering,bulbous,brown,several,woods
edible,flat,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,brown,solitary,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,solitary,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,black,abundant,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,convex,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,black,abundant,grasses
edible,bell,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,black,scattered,meadows
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,black,several,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,brown,scattered,grasses
edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,black,solitary,woods
edible,flat,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,black,solitary,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,black,several,woods
edible,convex,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,black,abundant,grasses
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,black,solitary,woods
edible,flat,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,black,solitary,woods
edible,convex,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
edible,flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,brown,scattered,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,black,scattered,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,brown,scattered,paths
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,black,scattered,grasses
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,brown,abundant,grasses
edible,convex,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,black,scattered,meadows
edible,convex,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,brown,scattered,grasses
edible,flat,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,black,numerous,meadows
edible,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,brown,scattered,grasses
poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,brown,several,grasses
edible,flat,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,brown,scattered,grasses
edible,convex,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbous,black,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,brown,several,woods
poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,black,several,urban
edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,brown,abundant,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,solitary,woods
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,black,solitary,woods
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,brown,several,urban
edible,convex,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,black,numerous,meadows
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,brown,scattered,grasses
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,brown,scattered,grasses
edible,flat,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,flat,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,black,scattered,grasses
edible,flat,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,black,scattered,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,brown,scattered,grasses
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,solitary,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,brown,solitary,woods
poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,black,scattered,urban
edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,brown,abundant,grasses
edible,bell,smooth,white,bruises,almond,free,close,broad,gray,enlarging,club,brown,scattered,meadows
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,brown,scattered,grasses
edible,flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,black,scattered,grasses
edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,solitary,woods
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,black,scattered,grasses
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,black,scattered,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,brown,abundant,grasses
edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,solitary,woods
edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,brown,several,woods
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,several,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbous,brown,solitary,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,brown,solitary,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,black,solitary,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,brown,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,black,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,black,several,woods
edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,black,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,white,enlarging,equal,brown,several,grasses
edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,brown,several,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,brown,solitary,woods
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,black,solitary,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,black,several,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbous,brown,solitary,woods
edible,flat,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,brown,solitary,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,black,several,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,black,several,woods
edible,flat,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,black,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,brown,several,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,brown,solitary,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,black,several,woods
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,chocolate,solitary,grasses
poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,black,scattered,grasses
